# fb2_session_log
# sections: events | dashboard_snapshots | dash_tiles
# note: main Dash only (hero + tiles + any + extras). Fuel/Trans/etc. not included.

# events
time_ms,category,message
1786704774424,ELM,ELM Connected (ELM327 (Bluetooth))
1786704865131,ZONE,battery GOOD → WARN (ELD LOW)
1786704867911,TRIP,Trip Start
1786704867911,ZONE,battery WARN → ELEVATED (WEAK CHARGE)
1786704867912,CHARGE,Charging problem began (WEAK CHARGE)
1786704869747,ZONE,battery ELEVATED → GOOD (CHARGING OK)
1786704869747,CHARGE,Charging problem ended
1786704893389,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786704894571,ZONE,stft WARN → GOOD (NORMAL)
1786704898135,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786704906855,GEAR,Estimated gear 1 → 2
1786704916544,GEAR,Estimated gear 2 → 1
1786704925626,GEAR,Estimated gear 1 → 2
1786704933005,GEAR,Estimated gear 2 → 3
1786704933005,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786704933006,ZONE,stft WARN → GOOD (NORMAL)
1786704934437,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786704941112,ZONE,battery GOOD → WARN (LOW CHARGE)
1786704941113,ZONE,stft GOOD → ELEVATED (RICH)
1786704942495,GEAR,Estimated gear 3 → 4
1786704943584,GEAR,Estimated gear 4 → 3
1786704943584,ZONE,battery WARN → ELEVATED (WEAK CHARGE)
1786704943584,CHARGE,Charging problem began (WEAK CHARGE)
1786704945976,ZONE,battery ELEVATED → CRITICAL (ALT WEAK)
1786704945976,ZONE,stft ELEVATED → GOOD (NORMAL)
1786704947417,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786704947418,CHARGE,Charging problem ended
1786704948780,GEAR,Estimated gear 3 → 2
1786704949982,GEAR,Estimated gear 2 → 1
1786704954916,ZONE,stft WARN → GOOD (NORMAL)
1786704954916,CHARGE,Charging problem began (ALT WEAK)
1786704958253,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786704962910,GEAR,Estimated gear 1 → 2
1786704963924,ZONE,stft WARN → GOOD (NORMAL)
1786704964968,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786704966008,GEAR,Estimated gear 2 → 3
1786704966008,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786704967151,GEAR,Estimated gear 3 → 2
1786704967151,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786704972683,GEAR,Estimated gear 2 → 3
1786704972683,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786704973475,GEAR,Estimated gear 3 → 2
1786704974327,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786704976600,GEAR,Estimated gear 2 → 3
1786704977716,GEAR,Estimated gear 3 → 2
1786704978888,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786704981375,CHARGE,Charging problem ended
1786704995558,CHARGE,Charging problem began (ALT WEAK)
1786704996492,GEAR,Estimated gear 2 → 1
1786704997435,CHARGE,Charging problem ended
1786704998839,ZONE,stft WARN → GOOD (NORMAL)
1786705000274,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705003088,ZONE,stft WARN → GOOD (NORMAL)
1786705004400,CHARGE,Charging problem began (ALT WEAK)
1786705011652,GEAR,Estimated gear 1 → 2
1786705017058,CHARGE,Charging problem ended
1786705018487,GEAR,Estimated gear 2 → 1
1786705018487,CHARGE,Charging problem began (ALT WEAK)
1786705021326,GEAR,Estimated gear 1 → 2
1786705021326,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786705024169,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705024169,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705024169,CHARGE,Charging problem ended
1786705026517,GEAR,Estimated gear 2 → 1
1786705026517,ZONE,stft WARN → GOOD (NORMAL)
1786705026517,CHARGE,Charging problem began (ALT WEAK)
1786705031316,GEAR,Estimated gear 1 → 2
1786705035055,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705037677,GEAR,Estimated gear 2 → 3
1786705037678,ZONE,stft WARN → GOOD (NORMAL)
1786705040110,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705042408,ZONE,stft WARN → GOOD (NORMAL)
1786705043692,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705044890,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705044890,ZONE,stft WARN → GOOD (NORMAL)
1786705046056,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786705047025,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705048195,GEAR,Estimated gear 3 → 4
1786705048196,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705049204,GEAR,Estimated gear 4 → 3
1786705049204,CHARGE,Charging problem ended
1786705052915,ZONE,stft WARN → GOOD (NORMAL)
1786705054348,GEAR,Estimated gear 3 → 1
1786705054348,CHARGE,Charging problem began (ALT WEAK)
1786705056616,GEAR,Estimated gear 1 → 2
1786705056616,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705059142,GEAR,Estimated gear 2 → 3
1786705059143,CHARGE,Charging problem ended
1786705061408,GEAR,Estimated gear 3 → 2
1786705061408,ZONE,stft WARN → GOOD (NORMAL)
1786705061408,CHARGE,Charging problem began (ALT WEAK)
1786705062634,GEAR,Estimated gear 2 → 3
1786705062635,CHARGE,Charging problem ended
1786705063675,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705065480,ZONE,stft WARN → GOOD (NORMAL)
1786705067172,GEAR,Estimated gear 3 → 2
1786705067172,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705070357,ZONE,stft WARN → GOOD (NORMAL)
1786705076360,GEAR,Estimated gear 2 → 1
1786705077600,CHARGE,Charging problem began (ALT WEAK)
1786705086594,GEAR,Estimated gear 1 → 2
1786705087556,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705090016,CHARGE,Charging problem ended
1786705091371,ZONE,stft WARN → GOOD (NORMAL)
1786705092546,CHARGE,Charging problem began (ALT WEAK)
1786705094706,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705099876,CHARGE,Charging problem ended
1786705102101,GEAR,Estimated gear 2 → 1
1786705102101,ZONE,stft WARN → GOOD (NORMAL)
1786705102102,CHARGE,Charging problem began (ALT WEAK)
1786705105387,GEAR,Estimated gear 1 → 2
1786705105387,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705109822,GEAR,Estimated gear 2 → 3
1786705109822,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786705110749,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705110750,ZONE,stft WARN → GOOD (NORMAL)
1786705114694,GEAR,Estimated gear 3 → 2
1786705116208,GEAR,Estimated gear 2 → 3
1786705118037,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705121203,ZONE,battery CRITICAL → WARN (ELD LOW)
1786705121203,CHARGE,Charging problem ended
1786705122263,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1786705122263,ZONE,battery WARN → ELEVATED (WEAK CHARGE)
1786705122263,CHARGE,Charging problem began (WEAK CHARGE)
1786705124140,ZONE,battery ELEVATED → CRITICAL (ALT WEAK)
1786705127432,CHARGE,Charging problem ended
1786705135628,GEAR,Estimated gear 3 → 1
1786705142558,CHARGE,Charging problem began (ALT WEAK)
1786705144113,CHARGE,Charging problem ended
1786705147607,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705148649,ZONE,stft WARN → GOOD (NORMAL)
1786705152015,CHARGE,Charging problem began (ALT WEAK)
1786705155964,GEAR,Estimated gear 1 → 2
1786705156915,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705156916,CHARGE,Charging problem ended
1786705157946,ZONE,stft WARN → GOOD (NORMAL)
1786705158854,GEAR,Estimated gear 2 → 1
1786705158855,CHARGE,Charging problem began (ALT WEAK)
1786705159960,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705161093,GEAR,Estimated gear 1 → 2
1786705162143,ZONE,stft WARN → GOOD (NORMAL)
1786705169158,GEAR,Estimated gear 2 → 3
1786705169953,GEAR,Estimated gear 3 → 2
1786705171635,CHARGE,Charging problem ended
1786705173706,GEAR,Estimated gear 2 → 1
1786705174210,CHARGE,Charging problem began (ALT WEAK)
1786705176888,CHARGE,Charging problem ended
1786705177583,CHARGE,Charging problem began (ALT WEAK)
1786705183130,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705184149,GEAR,Estimated gear 1 → 2
1786705185415,GEAR,Estimated gear 2 → 1
1786705185415,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1786705194941,GEAR,Estimated gear 1 → 2
1786705207032,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705208050,ZONE,stft WARN → GOOD (NORMAL)
1786705210096,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705210965,GEAR,Estimated gear 2 → 3
1786705212158,ZONE,stft WARN → GOOD (NORMAL)
1786705214681,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705217369,ZONE,stft WARN → GOOD (NORMAL)
1786705218006,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705218973,ZONE,stft WARN → GOOD (NORMAL)
1786705220885,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705222145,GEAR,Estimated gear 3 → 4
1786705223612,GEAR,Estimated gear 4 → 3
1786705223612,ZONE,stft WARN → GOOD (NORMAL)
1786705224597,GEAR,Estimated gear 3 → 4
1786705224597,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705224598,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705225554,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786705225554,ZONE,stft WARN → GOOD (NORMAL)
1786705227782,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705228982,GEAR,Estimated gear 4 → 3
1786705231359,GEAR,Estimated gear 3 → 4
1786705231359,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705232397,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786705232397,ZONE,stft WARN → GOOD (NORMAL)
1786705234374,GEAR,Estimated gear 4 → 3
1786705234374,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705236541,GEAR,Estimated gear 3 → 4
1786705237668,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705238788,GEAR,Estimated gear 4 → 5
1786705240574,GEAR,Estimated gear 5 → 4
1786705241549,ZONE,stft WARN → GOOD (NORMAL)
1786705243609,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705245794,GEAR,Estimated gear 4 → 3
1786705245794,ZONE,stft WARN → GOOD (NORMAL)
1786705246973,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705248303,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786705249250,CHARGE,Charging problem ended
1786705250148,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705250149,CHARGE,Charging problem began (ALT WEAK)
1786705251237,GEAR,Estimated gear 3 → 2
1786705253421,GEAR,Estimated gear 2 → 3
1786705255223,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705257055,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1786705257915,GEAR,Estimated gear 3 → 2
1786705258802,GEAR,Estimated gear 2 → 3
1786705260548,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705263009,FUEL,Fuel system OPEN (DRIVE) → CLOSED LOOP
1786705264738,ZONE,stft GOOD → ELEVATED (RICH)
1786705268078,GEAR,Estimated gear 3 → 4
1786705268947,GEAR,Estimated gear 4 → 3
1786705269903,ZONE,stft ELEVATED → GOOD (NORMAL)
1786705271887,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705271887,CHARGE,Charging problem ended
1786705276052,GEAR,Estimated gear 3 → 2
1786705278040,ZONE,stft WARN → GOOD (NORMAL)
1786705279074,GEAR,Estimated gear 2 → 1
1786705279074,CHARGE,Charging problem began (ALT WEAK)
1786705283727,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705286345,CHARGE,Charging problem ended
1786705287462,ZONE,stft WARN → GOOD (NORMAL)
1786705292071,CHARGE,Charging problem began (ALT WEAK)
1786705300109,GEAR,Estimated gear 1 → 2
1786705300110,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705301234,ZONE,stft WARN → GOOD (NORMAL)
1786705302253,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705303123,GEAR,Estimated gear 2 → 3
1786705303123,ZONE,stft WARN → ELEVATED (RICH)
1786705304223,GEAR,Estimated gear 3 → 4
1786705305162,GEAR,Estimated gear 4 → 3
1786705306291,ZONE,stft ELEVATED → GOOD (NORMAL)
1786705308718,FUEL,Fuel system CLOSED LOOP → OPEN (DRIVE)
1786705310205,FUEL,Fuel system OPEN (DRIVE) → OPEN LOOP
1786705311177,FUEL,Fuel system OPEN LOOP → CLOSED LOOP
1786705315450,ZONE,stft GOOD → WARN (SLIGHT RICH)
1786705315450,CHARGE,Charging problem ended
1786705318717,ZONE,stft WARN → GOOD (NORMAL)
1786705318717,CHARGE,Charging problem began (ALT WEAK)
1786705323499,GEAR,Estimated gear 3 → 2
1786705329023,GEAR,Estimated gear 2 → 3
1786705329024,FUEL,Fuel system CLOSED LOOP → OPEN LOOP
1786705332285,CHARGE,Charging problem ended
1786705334322,CHARGE,Charging problem began (ALT WEAK)
